"","Log2FC_estimate","SE","pval","CI_lb","CI_ub","Number_Of_Comparisons","Number_of_ Contrasts","Number_of_Coefficients","tau2_ResidualHeterogeneity","SE_tau2_ResidualHeterogeneity","QE_CochransQ_Teststat","QEp_CochransQ_pval","I2_PercentVar_TrueHeterogeneity","H2_Ratio_EffectHetero_overSamplVar","PubBias_Egger_Zstat","PubBias_Egger_pval","PubBias_Egger_DF","Leave1Out_Min_Log2FC","Leave1Out_Max_Log2FC","Leave1Out_Min_Pval","Leave1Out_Max_Pval","FDR","QEp_FDR","Egger_FDR","DB.Class.Key","Mouse_Common.Organism.Name","Mouse_NCBI.Taxon.ID","Mouse_Symbol","Mouse_EntrezGene.ID","Mouse_Mouse.MGI.ID","Mouse_HGNC.ID","Mouse_OMIM.Gene.ID","Mouse_Genetic.Location","Mouse_Genome.Coordinates..mouse..GRCm39.human..GRCh38.","Mouse_Name","Mouse_Synonyms","Mouse_ENSEMBLGene.ID","Ensembl_Entrez","Rat_Common.Organism.Name","Rat_NCBI.Taxon.ID","Rat_Symbol","Rat_EntrezGene.ID","Rat_Mouse.MGI.ID","Rat_HGNC.ID","Rat_OMIM.Gene.ID","Rat_Genetic.Location","Rat_Genome.Coordinates..mouse..GRCm39.human..GRCh38.","Rat_Name","Rat_Synonyms","Rat_Ensembl","Rat_DBSymbol","Rat_DBName","MouseRat_GeneSymbol"
"Prkaa2_Prkaa2",0.0422870817041311,0.0456153978549636,0.353908233165372,-0.0471174552320631,0.131691618640325,9,10,1,0,0.00860527902723934,4.63961256148468,0.864525343430579,0,1,0.206521851757942,0.836383297402025,NA,0.0217301135060507,0.0598171827951954,0.231985093941728,0.650417589538823,0.862671160255842,1,1,"51425215","mouse, laboratory","10090","Prkaa2","108079","MGI:1336173","","","Chr4  cM","Chr4:104887071-104967087(-)","protein kinase, AMP-activated, alpha 2 catalytic subunit","AMPKalpha2","ENSMUSG00000028518","ENSMUSG00000028518_108079","rat","10116","Prkaa2","78975","","","","Chr5 q34","","protein kinase AMP-activated catalytic subunit alpha 2","Ampk|Ampka2","ENSRNOG00000007706","Prkaa2","protein kinase AMP-activated catalytic subunit alpha 2","Prkaa2_Prkaa2"
"Abca1_Abca1",0.0524907363915378,0.0404152597252922,0.194017695854743,-0.0267217170958672,0.131703189878943,9,10,1,7.48147642475914e-08,0.0058106158737541,11.9856285699528,0.21412071099861,0.000313569185718781,1.00000313570169,-1.9601268714975,0.0499809631598298,NA,0.00884044314802981,0.0654380322135386,0.157079524922768,0.883295157152768,0.768638065865516,1,0.710347867452869,"51424963","mouse, laboratory","10090","Abca1","11303","MGI:99607","","","Chr4  cM","Chr4:53030787-53159895(-)","ATP-binding cassette, sub-family A member 1","ABC1","ENSMUSG00000015243","ENSMUSG00000015243_11303","rat","10116","Abca1","313210","","","","Chr5 q23-q24","","ATP binding cassette subfamily A member 1","","ENSRNOG00000018126","Abca1","ATP binding cassette subfamily A member 1","Abca1_Abca1"
"Hes5_Hes5",-0.0326269820374073,0.0838435139276123,0.697171552656817,-0.19695724967281,0.131703285597995,9,10,1,0.035443839731507,0.0320323032815338,20.2964743705653,0.0161683538449558,55.1112541405751,2.22772987049278,2.07434703353174,0.0380470926382282,NA,-0.0808773657159299,0.0113897050281944,0.294807454278672,0.927136007065394,0.957177323125437,0.369985393738949,0.664835273464287,"51426731","mouse, laboratory","10090","Hes5","15208","MGI:104876","","","Chr4  cM","Chr4:155045380-155046828(+)","hes family bHLH transcription factor 5","bHLHb38","ENSMUSG00000048001","ENSMUSG00000048001_15208","rat","10116","Hes5","79225","","","","Chr5 q36","","hes family bHLH transcription factor 5","","ENSRNOG00000013850","Hes5","hes family bHLH transcription factor 5","Hes5_Hes5"
"Cspp1_Cspp1",0.0244474483201446,0.0547559332757293,0.655250302742722,-0.0828722088401632,0.131767105480452,9,10,1,0.0149253545980083,0.0134046489308871,18.9562885775514,0.0255671394274007,54.7295138673363,2.20894469096164,-0.801422496853788,0.422887095573985,NA,-0.00484373092056902,0.065861823670563,0.133312770839275,0.909770307692571,0.948310578709124,0.471221684220199,1,"51435575","mouse, laboratory","10090","Cspp1","211660","MGI:2681832","","","Chr1  cM","Chr1:10108212-10206993(+)","centrosome and spindle pole associated protein 1","2310020J12Rik|4930413O22Rik","ENSMUSG00000056763","ENSMUSG00000056763_211660","rat","10116","Cspp1","362472","","","","Chr5 q11","","centrosome and spindle pole associated protein 1","RGD1307055","ENSRNOG00000021718","Cspp1","centrosome and spindle pole associated protein 1","Cspp1_Cspp1"
"Stk38l_Stk38l",0.0635201507025748,0.0348262439074587,0.0681647410460025,-0.00473803307285178,0.131778334478001,9,10,1,0,0.0047589576037719,4.2780438887088,0.89217805209666,0,1,-0.354089211604828,0.72327202690599,NA,0.0407300670152775,0.0749600525990481,0.0391543526184823,0.326882216798147,0.617628130938647,1,1,"51438506","mouse, laboratory","10090","Stk38l","232533","MGI:1922250","","","Chr6  cM","Chr6:146626493-146680310(+)","serine/threonine kinase 38 like","4930473A22Rik|Ndr2","ENSMUSG00000001630","ENSMUSG00000001630_232533","rat","10116","Stk38l","691337","","","","Chr4 q44","","serine/threonine kinase 38 like","RGD1564793","ENSRNOG00000001828","Stk38l","serine/threonine kinase 38 like","Stk38l_Stk38l"
"Kif28_Kif28",-0.0913109962853487,0.113829569347034,0.422452947468141,-0.314412852581239,0.131790860010542,7,8,1,3.00098909938342e-06,0.0751576000341476,8.85966649033659,0.262889117685475,0.00143692047640234,1.00001436941124,1.09672795059955,0.272760334224958,NA,-0.122165545557923,0.0520991900639937,0.287999792495645,0.842896487969136,0.885088761730625,1,0.977802932318248,"51435774","mouse, laboratory","10090","Kif28","383592","MGI:2686151","","","Chr1  cM","Chr1:179522862-179572836(-)","kinesin family member 28","LOC383592","ENSMUSG00000087236","ENSMUSG00000087236_383592","rat","10116","Kif28","289309","","","","Chr13 q26","","kinesin family member 28","RGD1559696","ENSRNOG00000050602","Kif28","kinesin family member 28","Kif28_Kif28"
"Btbd17_Btbd17",0.00862633188652541,0.0628545176135739,0.890838857605128,-0.114566258901718,0.131818922674769,9,10,1,0.00399826097242633,0.0154330771711808,10.0734708320592,0.344570156773125,9.96058815950825,1.11062475815761,1.26307334700559,0.206562821513917,NA,-0.0156159523245547,0.0568081907573454,0.338151507242934,0.952718543107392,0.993898783613748,1,0.963768026821326,"51434552","mouse, laboratory","10090","Btbd17","72014","MGI:1919264","","","Chr11  cM","Chr11:114682043-114686771(-)","BTB domain containing 17","Tango10a","ENSMUSG00000000202","ENSMUSG00000000202_72014","rat","10116","Btbd17","303660","","","","Chr10 q32.1","","BTB domain containing 17","RGD1563331","ENSRNOG00000003109","Btbd17","BTB domain containing 17","Btbd17_Btbd17"
"Zbtb26_Zbtb26",0.00512772440253835,0.0646457281549948,0.936777788111463,-0.121575574535618,0.131831023340695,9,10,1,0.00564555662800334,0.0163872709476125,10.5156476437229,0.310373596313272,13.8306323868598,1.16050520933324,1.07911183001576,0.280537878185572,NA,-0.0486877487559304,0.0416609215322031,0.460336847061021,0.98441035610911,0.999978175448807,1,0.978993034692109,"51434261","mouse, laboratory","10090","Zbtb26","320633","MGI:2444402","","","Chr2  cM","Chr2:37322180-37333147(-)","zinc finger and BTB domain containing 26","A630026F21Rik","ENSMUSG00000050714","ENSMUSG00000050714_320633","rat","10116","Zbtb26","311910","","","","Chr3 q11","","zinc finger and BTB domain containing 26","","ENSRNOG00000009346","Zbtb26","zinc finger and BTB domain containing 26","Zbtb26_Zbtb26"
"Styk1_Styk1",-0.0769262356462795,0.106512435424516,0.470154470257267,-0.285686772983979,0.13183430169142,8,9,1,0,0.0507675485376756,8.42371594598197,0.393211407500247,0,1,-1.50461742575577,0.132422463548669,NA,-0.234847793180532,-0.046208026731309,0.178050407141534,0.667805111881557,0.902412727282595,1,0.884095813535404,"51434868","mouse, laboratory","10090","Styk1","243659","MGI:2141396","","","Chr6  cM","Chr6:131276096-131330532(-)","serine/threonine/tyrosine kinase 1","","ENSMUSG00000032899","ENSMUSG00000032899_243659","rat","10116","Styk1","500340","","","","Chr4 q42","","serine/threonine/tyrosine kinase 1","RGD1564211","ENSRNOG00000010347","Styk1","serine/threonine/tyrosine kinase 1","Styk1_Styk1"
"Chfr_Chfr",0.048498690551433,0.0425803895990448,0.254706809865318,-0.0349573395103788,0.131954720613245,9,10,1,0.0037673242039801,0.007442655543933,13.2579389417808,0.151277914834682,22.2688668743416,1.28648581306981,1.07490800068827,0.282415919614722,NA,0.0348960151352731,0.0788175659158401,0.0369009288310396,0.456365816186941,0.808199586249978,0.982513325945825,0.979230184985746,"51429260","mouse, laboratory","10090","Chfr","231600","MGI:2444898","","","Chr5  cM","Chr5:110283708-110319838(+)","checkpoint with forkhead and ring finger domains","5730484M20Rik|RNF116","ENSMUSG00000014668","ENSMUSG00000014668_231600","rat","10116","Chfr","288734","","","","Chr12 q16","","checkpoint with forkhead and ring finger domains","","ENSRNOG00000037430","Chfr","checkpoint with forkhead and ring finger domains","Chfr_Chfr"
"Entrep2_Entrep2",0.0551521490248613,0.0391861322203627,0.159296812740128,-0.0216512588204741,0.131955556870197,9,10,1,0,0.00582256553027416,3.78432336937967,0.925025702906826,0,1,0.52984022720199,0.596222711623288,NA,0.0395238293470563,0.0743808776278098,0.0914350152056781,0.447645057390962,0.736674007464615,1,1,"51439291","mouse, laboratory","10090","Entrep2","70638","MGI:1917888","","","Chr7  cM","Chr7:64405839-64806276(-)","endosomal transmembrane epsin interactor 2","5730507A09Rik|Fam189a1","ENSMUSG00000030518","ENSMUSG00000030518_70638","rat","10116","Entrep2","680344","","","","Chr1 q22","","endosomal transmembrane epsin interactor 2","Fam189a1","ENSRNOG00000023496","Entrep2","endosomal transmembrane epsin interactor 2","Entrep2_Entrep2"
"Tatdn1_Tatdn1",0.00567867223525173,0.0644302742948153,0.929768021577161,-0.120602344896623,0.131959689367127,9,10,1,0.0094457443831021,0.0162939543137654,9.59864907724672,0.383942322236663,25.6587171823352,1.34514762470898,-0.372443414031241,0.709562735339164,NA,-0.0391449620919439,0.0295445294225025,0.510026305862906,0.988569622842162,0.999456640687943,1,1,"51439243","mouse, laboratory","10090","Tatdn1","69694","MGI:1916944","","","Chr15  cM","Chr15:58762004-58805587(-)","TatD DNase domain containing 1","2310079P03Rik|CDA11","ENSMUSG00000050891","ENSMUSG00000050891_69694","rat","10116","Tatdn1","690068","","","","Chr7 q33","","TatD DNase domain containing 1","","ENSRNOG00000047198","Tatdn1","TatD DNase domain containing 1","Tatdn1_Tatdn1"
"Polr1b_Polr1b",0.0533020587051918,0.0401363748044874,0.184170263330882,-0.0253637903816043,0.131967907791988,9,10,1,0.00375799413723647,0.00675531575601647,10.2293551501549,0.332238816883875,25.1150469047063,1.33538175383173,1.35077647277504,0.176767046820262,NA,0.0404429594629284,0.0769911255052737,0.0267746457877248,0.355214204510445,0.758139326564848,1,0.937148705377772,"51436869","mouse, laboratory","10090","Polr1b","20017","MGI:108014","","","Chr2  cM","Chr2:128942915-128968514(+)","polymerase (RNA) I polypeptide B","RPA2|Rpo1-2","ENSMUSG00000027395","ENSMUSG00000027395_20017","rat","10116","Polr1b","83582","","","","Chr3 q36","","RNA polymerase I subunit B","Rpo1-2","ENSRNOG00000018349","Polr1b","RNA polymerase I subunit B","Polr1b_Polr1b"
"Garnl3_Garnl3",0.0548137415018095,0.039375865340103,0.163902888564049,-0.0223615364248913,0.13198901942851,9,10,1,0,0.00690149266516272,3.9119065554593,0.917114280331603,0,1,0.397929489879707,0.690682161479853,NA,0.0437982709772687,0.0711175683001234,0.081797186645088,0.280994374889706,0.741422897598312,1,1,"51433950","mouse, laboratory","10090","Garnl3","99326","MGI:2139309","","","Chr2  cM","Chr2:32876236-33021666(-)","GTPase activating RANGAP domain-like 3","","ENSMUSG00000038860","ENSMUSG00000038860_99326","rat","10116","Garnl3","499783","","","","Chr3 p11","","GTPase activating Rap/RanGAP domain-like 3","RGD1564019","ENSRNOG00000057044","Garnl3","GTPase activating Rap/RanGAP domain-like 3","Garnl3_Garnl3"
"Lamb3_Lamb3",-0.067616289068631,0.10185182349541,0.506774027663212,-0.267242194879364,0.132009616742102,9,10,1,0.0508811595350408,0.0474560610033401,17.9758716969209,0.0354545046011141,52.4341446557162,2.10234840257145,0.762707357006657,0.445637942012934,NA,-0.136816132122875,-0.0265184850150963,0.0690814997428661,0.804210719708301,0.912756822303838,0.553129448025558,1,"51433548","mouse, laboratory","10090","Lamb3","16780","MGI:99915","","","Chr1  cM","Chr1:192976661-193026186(+)","laminin, beta 3","nicein, 125kDa","ENSMUSG00000026639","ENSMUSG00000026639_16780","rat","10116","Lamb3","305078","","","","Chr13 q27","","laminin subunit beta 3","","ENSRNOG00000006025","Lamb3","laminin subunit beta 3","Lamb3_Lamb3"
"Mpeg1_Mpeg1",0.032394185576472,0.0508400070052894,0.524008245185808,-0.0672503971276593,0.132038768280603,9,10,1,0.0027440909916915,0.00957786234917141,11.4501321681553,0.2461112474749,10.1271205682126,1.11268272066323,1.86795764089815,0.0617679754567621,NA,-0.026016733941105,0.0536144832206007,0.290705397216384,0.674113990204987,0.917696900741556,1,0.742453705569219,"51429841","mouse, laboratory","10090","Mpeg1","17476","MGI:1333743","","","Chr19  cM","Chr19:12438143-12442649(+)","macrophage expressed gene 1","Perforin-2","ENSMUSG00000046805","ENSMUSG00000046805_17476","rat","10116","Mpeg1","64552","","","","Chr1 q43","","macrophage expressed 1","P-2","ENSRNOG00000063244","Mpeg1","macrophage expressed 1","Mpeg1_Mpeg1"
"Rims1_Rims1",0.030191690420658,0.0519884337675895,0.561416639988895,-0.0717037673764633,0.132087148217779,9,10,1,0,0.0104630372799161,3.1294071536369,0.958942446725607,0,1,-0.230921567610857,0.817375734985347,NA,0.0118459584944092,0.0549401058130764,0.336193065395544,0.829695257144016,0.92934842115837,1,1,"51433151","mouse, laboratory","10090","Rims1","116837","MGI:2152971","","","Chr1  cM","Chr1:22356475-22845203(-)","regulating synaptic membrane exocytosis 1","RIM1a|RIM1alpha","ENSMUSG00000041670","ENSMUSG00000041670_116837","rat","10116","Rims1","84556","","","","Chr9 q13","","regulating synaptic membrane exocytosis 1","RIM1a","ENSRNOG00000011000","Rims1","regulating synaptic membrane exocytosis 1","Rims1_Rims1"
"Marchf7_Marchf7",0.0164443136108681,0.0590251110715033,0.780552883303519,-0.0992427782727548,0.132131405494491,9,10,1,0.00837816283011943,0.0137019424251305,10.6045448242213,0.30379171369293,27.6993249760376,1.38311295111501,0.0422368617351533,0.966309877352139,NA,-0.0319165920383207,0.0466615964003352,0.402216156031124,0.980415965281107,0.978560119699485,1,1,"51425468","mouse, laboratory","10090","Marchf7","57438","MGI:1931053","","","Chr2  cM","Chr2:60040086-60079555(+)","membrane associated ring-CH-type finger 7","Gtrgeo17|March7","ENSMUSG00000026977","ENSMUSG00000026977_57438","rat","10116","Marchf7","311059","","","","Chr3 q21","","membrane associated ring-CH-type finger 7","March7","ENSRNOG00000006241","Marchf7","membrane associated ring-CH-type finger 7","Marchf7_Marchf7"
"Sh2d5_Sh2d5",0.0621848502454464,0.0356955754362989,0.0814929655604931,-0.00777719201713196,0.132146892508025,8,9,1,2.58143167122711e-06,0.00509380878709761,9.05961358430415,0.337292026265502,0.0207286568416448,1.00020732954505,0.532658489936665,0.594270005603811,NA,0.0417224725290242,0.0795285624539928,0.0373133732236426,0.273390857225906,0.648956344947423,1,1,"51428196","mouse, laboratory","10090","Sh2d5","230863","MGI:2446215","","","Chr4  cM","Chr4:137977722-137988279(+)","SH2 domain containing 5","","ENSMUSG00000045349","ENSMUSG00000045349_230863","rat","10116","Sh2d5","366489","","","","Chr5 q36","","SH2 domain containing 5","RGD1305952","ENSRNOG00000014909","Sh2d5","SH2 domain containing 5","Sh2d5_Sh2d5"
"Mafb_NA",0.0133740354052791,0.0606264524533922,0.825405956225937,-0.105451627913799,0.132199698724358,9,10,1,0.00810020689893105,0.0141426787090962,16.5382369085959,0.0564576922894345,24.8640239049449,1.33092035529677,-2.15955515573556,0.0308071231625701,NA,-0.0124374828070416,0.0643685293388578,0.253138226522424,0.950891725312043,0.985674139702433,0.692945527481069,0.630482524436689,"51431985","mouse, laboratory","10090","Mafb","16658","MGI:104555","","","Chr2  cM","Chr2:160205623-160208985(-)","MAF bZIP transcription factor B","Krml1","ENSMUSG00000074622","ENSMUSG00000074622_16658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mafb_NA"
"Zfp109_NA",0.0305332412824039,0.0518954184937858,0.55628999690342,-0.0711799099280502,0.132246392492858,9,10,1,0,0.0103993317458943,6.45414364186619,0.693744702437437,0,1,-0.236621194923371,0.812950675916167,NA,0.007668148928769,0.0457582861570717,0.3959111163854,0.886021002938653,0.928476238156094,1,1,"51445441","mouse, laboratory","10090","Zfp109","56869","MGI:1929099","","","Chr7  cM","Chr7:23926997-23936985(-)","zinc finger protein 109","","ENSMUSG00000074283","ENSMUSG00000074283_56869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zfp109_NA"
"Tmem68_Tmem68",0.0604365754860377,0.0366563335704188,0.0992019624241732,-0.0114085181172697,0.132281669089345,9,10,1,0,0.00576263875677057,6.29081363745912,0.710496426471175,0,1,-1.21967068990624,0.222589736924239,NA,0.0394392209383898,0.0726772816459665,0.0670397185980085,0.316600187608824,0.674684841673579,1,0.963768026821326,"51438717","mouse, laboratory","10090","Tmem68","72098","MGI:1919348","","","Chr4  cM","Chr4:3549041-3574853(-)","transmembrane protein 68","2010300G19Rik|Diesl","ENSMUSG00000028232","ENSMUSG00000028232_72098","rat","10116","Tmem68","312946","","","","Chr5 q12","","transmembrane protein 68","RGD1309006","ENSRNOG00000008872","Tmem68","transmembrane protein 68","Tmem68_Tmem68"
"Slc8b1_Slc8b1",0.00983294567906896,0.0624820665937763,0.874951453531345,-0.112629654524366,0.132295545882504,9,10,1,0.00537450726626363,0.0172622292983156,9.18555612416738,0.420325179039327,13.8545092227292,1.16082686508282,2.42186598214434,0.015441043911442,NA,-0.0292511385345801,0.0647073578382815,0.315377830703142,0.984490995361803,0.992462621658805,1,0.542245308442104,"51439437","mouse, laboratory","10090","Slc8b1","170756","MGI:2180781","","","Chr5  cM","Chr5:120649233-120672089(+)","solute carrier family 8 (sodium/lithium/calcium exchanger), member B1","Slc24a6","ENSMUSG00000032754","ENSMUSG00000032754_170756","rat","10116","Slc8b1","498185","","","","Chr12 q16","","solute carrier family 8 member B1","Slc24a6","ENSRNOG00000001383","Slc8b1","solute carrier family 8 member B1","Slc8b1_Slc8b1"
"Fads1_Fads1",0.0715759596068969,0.0309935124834584,0.0209222145174709,0.0108297913849259,0.132322127828868,9,10,1,0.0020854296945773,0.00437495733410444,10.5393560315325,0.308608601570542,22.0918148753298,1.28356218078984,2.13074364886323,0.0331102670193912,NA,0.0510600025113996,0.0958030022213112,0.00187008109708708,0.0785550377238601,0.433801126082415,1,0.64579855659063,"51427734","mouse, laboratory","10090","Fads1","76267","MGI:1923517","","","Chr19  cM","Chr19:10160252-10174241(+)","fatty acid desaturase 1","0710001O03Rik|A930006B21Rik","ENSMUSG00000010663","ENSMUSG00000010663_76267","rat","10116","Fads1","84575","","","","Chr1 q43","","fatty acid desaturase 1","","ENSRNOG00000020480","Fads1","fatty acid desaturase 1","Fads1_Fads1"
"St18_St18",-0.00247885244630951,0.0687786897394889,0.97124967050473,-0.137282607239562,0.132324902346943,9,10,1,0.0130802099522483,0.0195788227323438,10.8320554722794,0.287396634046453,31.6698947534575,1.46348376955061,0.411015139625305,0.681061433420614,NA,-0.0224636582723952,0.0615043157700329,0.248742717538426,0.976985039872605,1,1,1,"51431366","mouse, laboratory","10090","St18","240690","MGI:2446700","","","Chr1  cM","Chr1:6557455-6931164(+)","suppression of tumorigenicity 18","Nzf3","ENSMUSG00000033740","ENSMUSG00000033740_240690","rat","10116","St18","266680","","","","Chr5 q12","","ST18 C2H2C-type zinc finger transcription factor","r-MyT3","ENSRNOG00000006200","St18","ST18 C2H2C-type zinc finger transcription factor","St18_St18"
"Pofut4_Pofut4",0.0475577374397286,0.043251389002885,0.2715214578483,-0.0372134272872577,0.132328902166715,9,10,1,2.72021864388487e-06,0.00700246751303344,10.6374279609517,0.301382068728074,0.012873154746578,1.00012874812141,-0.920096973143116,0.3575220859815,NA,0.0300434777371123,0.0640227113942564,0.142100791594797,0.504340438243862,0.820059119821058,1,0.99225161408423,"51430297","mouse, laboratory","10090","Pofut4","73068","MGI:1920318","","","Chr14  cM","Chr14:20745036-20750265(+)","protein O-fucosyltransferase 4","Fut11","ENSMUSG00000039357","ENSMUSG00000039357_73068","rat","10116","Pofut4","286971","","","","Chr15 p16","","protein O-fucosyltransferase 4","Fut11","ENSRNOG00000009274","Pofut4","protein O-fucosyltransferase 4","Pofut4_Pofut4"
"Ncoa6_Ncoa6",0.0707584048074809,0.0314155722051375,0.0243010858656321,0.00918501473169372,0.132331794883268,9,10,1,0,0.00373225589902997,7.98796787908451,0.535359222253902,0,1,0.441444336212297,0.658891350964454,NA,0.0612776035328371,0.0891982597112877,0.00611634773921217,0.112268419834187,0.460180986247281,1,1,"51430410","mouse, laboratory","10090","Ncoa6","56406","MGI:1929915","","","Chr2  cM","Chr2:155232585-155315741(-)","nuclear receptor coactivator 6","RAP250","ENSMUSG00000038369","ENSMUSG00000038369_56406","rat","10116","Ncoa6","116464","","","","Chr3 q41-q42","","nuclear receptor coactivator 6","Trbp","ENSRNOG00000018288","Ncoa6","nuclear receptor coactivator 6","Ncoa6_Ncoa6"
"Pgm5_Pgm5",-0.035533415980562,0.0856565451810636,0.678261985911249,-0.203417159575575,0.132350327614451,9,10,1,0.010925469692005,0.0287580201406641,9.9318011041355,0.356034498491302,15.412038386007,1.1822013214639,1.07504367144229,0.282355176535852,NA,-0.104193145731075,0.0204485546044046,0.163525231192846,0.977482576855659,0.951737326483892,1,0.979230184985746,"51425010","mouse, laboratory","10090","Pgm5","226041","MGI:1925668","","","Chr19  cM","Chr19:24660380-24839219(-)","phosphoglucomutase 5","9530034F03Rik|aciculin","ENSMUSG00000041731","ENSMUSG00000041731_226041","rat","10116","Pgm5","679990","","","","Chr1 q51","","phosphoglucomutase 5","","ENSRNOG00000015406","Pgm5","phosphoglucomutase 5","Pgm5_Pgm5"
"Ift80_Ift80",0.0654708555738363,0.0341345656778741,0.0551081932417236,-0.00143166378271398,0.132373374930387,9,10,1,0,0.00454024330721754,7.42953867856955,0.592491081726657,0,1,-0.434845368913553,0.663674671089556,NA,0.0544467952876726,0.0854022727521035,0.0150403605331593,0.157281211796449,0.581880334726853,1,1,"51437028","mouse, laboratory","10090","Ift80","68259","MGI:1915509","","","Chr3  cM","Chr3:68799832-68911892(-)","intraflagellar transport 80","Wdr56","ENSMUSG00000027778","ENSMUSG00000027778_68259","rat","10116","Ift80","295106","","","","Chr2 q32","","intraflagellar transport 80","RGD1312006|Wdr56","ENSRNOG00000009808","Ift80","intraflagellar transport 80","Ift80_Ift80"
"Castor2_Castor2",0.0665005840753934,0.0336335790781319,0.0480181154616489,0.000579980411075057,0.132421187739712,8,9,1,0,0.00439387226228472,2.24047781498923,0.972737532161094,0,1,-0.155916027073952,0.876099212031451,NA,0.0547838029565045,0.0795122801309768,0.0248636469285347,0.238355120222811,0.561231599505812,1,1,"51430362","mouse, laboratory","10090","Castor2","80909","MGI:1933384","","","Chr5  cM","Chr5:134128587-134170621(+)","cytosolic arginine sensor for mTORC1 subunit 2","Gatsl2","ENSMUSG00000015944","ENSMUSG00000015944_80909","rat","10116","Castor2","304410","","","","Chr12 q12","","cytosolic arginine sensor for mTORC1 subunit 2","Gatsl2","ENSRNOG00000067286","Castor2","cytosolic arginine sensor for mTORC1 subunit 2","Castor2_Castor2"
"Pigo_Pigo",0.0219282941522269,0.0563954006616547,0.69740098194273,-0.0886046600383226,0.132461248342776,9,10,1,0.0103904842671747,0.0133456458241436,14.0651687953614,0.120025858602404,38.1084255694268,1.61572881155536,-0.889866732302903,0.373537449048149,NA,-0.0230146864375468,0.0374819224248626,0.501279026735024,0.986413920393517,0.957177323125437,0.917015745458515,0.994170054064176,"51435037","mouse, laboratory","10090","Pigo","56703","MGI:1861452","","","Chr4  cM","Chr4:43017635-43025819(-)","phosphatidylinositol glycan anchor biosynthesis, class O","","ENSMUSG00000028454","ENSMUSG00000028454_56703","rat","10116","Pigo","313341","","","","Chr5 q22","","phosphatidylinositol glycan anchor biosynthesis, class O","","ENSRNOG00000009930","Pigo","phosphatidylinositol glycan anchor biosynthesis, class O","Pigo_Pigo"
"Irak3_Irak3",-0.0284503781501959,0.0821169840575723,0.728995870341345,-0.189396709422087,0.132495953121696,9,10,1,1.80190264450761e-06,0.02923316115629,10.4158183558126,0.317882329179385,0.00259555846362765,1.00002595625835,-1.21705763481755,0.223582288043662,NA,-0.065292927119338,0.0175920034671772,0.466003410179119,0.930886055666562,0.963962810344654,1,0.963768026821326,"51434869","mouse, laboratory","10090","Irak3","73914","MGI:1921164","","","Chr10  cM","Chr10:119977553-120038035(-)","interleukin-1 receptor-associated kinase 3","4833428C18Rik|IRAK-M","ENSMUSG00000020227","ENSMUSG00000020227_73914","rat","10116","Irak3","314870","","","","Chr7 q22","","interleukin-1 receptor-associated kinase 3","","ENSRNOG00000004226","Irak3","interleukin-1 receptor-associated kinase 3","Irak3_Irak3"
"Ttc22_Ttc22",-0.039768148224594,0.0878972782300434,0.650952825710215,-0.212043647894576,0.132507351445388,9,10,1,0,0.0314107785182489,8.65979997817188,0.469251385124339,0,1,-0.417475367036381,0.676330738251156,NA,-0.0750801010820604,-0.00409780592190542,0.409308993940249,0.966195074918307,0.948310578709124,1,1,"51431571","mouse, laboratory","10090","Ttc22","230576","MGI:3045307","","","Chr4  cM","Chr4:106479646-106497393(+)","tetratricopeptide repeat domain 22","4732467L16Rik","ENSMUSG00000034919","ENSMUSG00000034919_230576","rat","10116","Ttc22","298300","","","","Chr5 q34","","tetratricopeptide repeat domain 22","RGD1561518","ENSRNOG00000007189","Ttc22","tetratricopeptide repeat domain 22","Ttc22_Ttc22"
"Blm_Blm",0.0088176555036821,0.0631170121563303,0.888894411203774,-0.114889415134502,0.132524726141866,9,10,1,0,0.0146519640428692,1.81803797071665,0.994029072881928,0,1,-0.192105882521526,0.847659267148664,NA,-0.00245875955166451,0.0245291415360503,0.706554413492996,0.99521222824786,0.993890792538053,1,1,"51439971","mouse, laboratory","10090","Blm","12144","MGI:1328362","","","Chr7  cM","Chr7:80104839-80184896(-)","Bloom syndrome, RecQ like helicase","","ENSMUSG00000030528","ENSMUSG00000030528_12144","rat","10116","Blm","308755","","","","Chr1 q31","","BLM RecQ like helicase","","ENSRNOG00000011213","Blm","BLM RecQ like helicase","Blm_Blm"
"D7Ertd443e_C1h10orf90",0.0172093288121698,0.0588397360571863,0.769921171963507,-0.098114434719758,0.132533092344098,9,10,1,0,0.0129049751310728,4.92301635078717,0.840966795655428,0,1,0.298212455685673,0.765541015799417,NA,-0.00394687280940494,0.0447033403452538,0.474072400923883,0.961714195007644,0.976413928294384,1,1,"51430428","mouse, laboratory","10090","D7Ertd443e","71007","MGI:1196431","","","Chr7  cM","Chr7:133867508-134102889(-)","DNA segment, Chr 7, ERATO Doi 443, expressed","4933400E14Rik|Fats","ENSMUSG00000030994","ENSMUSG00000030994_71007","rat","10116","C1h10orf90","100302465","","","","Chr1 q41","","similar to human chromosome 10 open reading frame 90","","ENSRNOG00000027542","C1h10orf90","similar to human chromosome 10 open reading frame 90","D7Ertd443e_C1h10orf90"
